Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
5,"S Sujalwo","Manajemen Jaringan Komputer Dengan Menggunakan Mikrotik Router (Computer Network Management Used With Microtic Router)",2017,"Komuniti: Jurnal Komunikasi dan Teknologi Informasi","jurnal.ums.ac.id","http://jurnal.ums.ac.id/index.php/komuniti/article/view/2955","https://scholar.google.com/scholar?cites=4371473870973142745&as_sdt=2005&sciodt=0,5&hl=en",1,"2019-05-28","","","","",,,,,5,2.50,5,1,2
6,"R Novrianda","Rancang bangun keamanan jaringan wireless pada STIPER Sriwigama Palembang dengan radius server",2017,"Jurnal Maklumatika","maklumatika.uniat.ac.id","http://maklumatika.uniat.ac.id/files/vol4no1juli2017/003.pdf","https://scholar.google.com/scholar?cites=13690189694354391730&as_sdt=2005&sciodt=0,5&hl=en",2,"2019-05-28","PDF","","","",,,,,6,3.00,6,1,2
3,"N Sugihartini, K Agustini","Asesmen Otentik sebagai Pendukung Desain Instruksional Jaringan Komputer Berstrategi Blended-Learning dengan Pendekatan Konstruktivistik",2017,"Journal of Education Research …","ejournal.undiksha.ac.id","http://ejournal.undiksha.ac.id/index.php/JERE/article/view/10072","https://scholar.google.com/scholar?cites=3524968256916302204&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-05-28","","","","",,,,,3,1.50,2,2,2
4,"Y Arta","Implementasi Intrusion Detection System Pada Rule Based System Menggunakan Sniffer Mode Pada Jaringan Lokal",2017,"IT Journal Research and Development","journal.uir.ac.id","http://journal.uir.ac.id/index.php/ITJRD/article/view/979","https://scholar.google.com/scholar?cites=9870904772587970987&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-05-28","","","","",,,,,4,2.00,4,1,2
3,"A Fadlil, I Riadi, S Aji","Pengembangan Sistem Pengamanan Jaringan Komputer Berdasarkan Analisis Forensik Jaringan",2017,"Jurnal Ilmu Teknik Elektro Komputer dan …","researchgate.net","https://www.researchgate.net/profile/Imam_Riadi/publication/318670501_Pengembangan_Sistem_Pengaman_Jaringan_Komputer_Berdasarkan_Analisis_Forensik_Jaringan/links/5976a94baca2728d02706ac8/Pengembangan-Sistem-Pengaman-Jaringan-Komputer-Berdasarkan-Analisis-Forensik-Jaringan.pdf","https://scholar.google.com/scholar?cites=13084655760771747294&as_sdt=2005&sciodt=0,5&hl=en",5,"2019-05-28","PDF","","","",,,,,3,1.50,1,3,2
6,"A Yulianeu, A Wahab","Simulasi Alat Bantu Pembelajaran Topologi Jaringan Secara Visual",2017,"JUTEKIN (JURNAL TEKNIK …","jurnal.stmik-dci.ac.id","http://jurnal.stmik-dci.ac.id/index.php/jutekin/article/view/90","https://scholar.google.com/scholar?cites=14887544051592652755&as_sdt=2005&sciodt=0,5&hl=en",6,"2019-05-28","CITATION","","","",,,,,6,3.00,3,2,2
4,"CP Antodi, AB Prasetijo…","Penerapan Quality of Service Pada Jaringan Internet Menggunakan Metode Hierarchical Token Bucket",2017,"Jurnal Teknologi dan …","jtsiskom.undip.ac.id","http://jtsiskom.undip.ac.id/index.php/jtsiskom/article/view/12831","https://scholar.google.com/scholar?cites=13413119612231531878&as_sdt=2005&sciodt=0,5&hl=en",7,"2019-05-28","","","","",,,,,4,2.00,1,3,2
6,"J Fahana, R Umar, F Ridho","Pemanfaatan Telegram Sebagai Notifikasi Serangan untuk Keperluan Forensik Jaringan",2017,"Query: Journal of Information …","jurnal.uinsu.ac.id","http://www.jurnal.uinsu.ac.id/index.php/query/article/view/1036","https://scholar.google.com/scholar?cites=15186730497943131848&as_sdt=2005&sciodt=0,5&hl=en",8,"2019-05-28","","","","",,,,,6,3.00,2,3,2
6,"I Sofana","Jaringan Komputer Berbasis Mikrotik",2017,"Bandung: Informatika","","","https://scholar.google.com/scholar?cites=9156319167391720043&as_sdt=2005&sciodt=0,5&hl=en",9,"2019-05-28","CITATION","","","",,,,,6,3.00,6,1,2
4,"A Hidayat","Konfigurasi Server Cloud Storage pada Jaringan LAN pada LAB Diploma III Manajemen Informatika UM Metro",2017,"MIKROTIK: Jurnal Manajemen Informatika","ojs.ummetro.ac.id","https://ojs.ummetro.ac.id/index.php/mikrotik/article/view/510","https://scholar.google.com/scholar?cites=13403307988297588078&as_sdt=2005&sciodt=0,5&hl=en",10,"2019-05-28","","","","",,,,,4,2.00,4,1,2
